gp_code,allf2f_early,allf2f_late,d_allf2f,gpf2f_early,gpf2f_late,d_gpf2f,othf2f_early,othf2f_late,d_othf2f,gpf2f_ofgp_early,gpf2f_ofgp_late,d_gpf2f_ofgp
C83054,51.71,83.88,32.17,9.49,16.59,7.09,42.22,67.3,25.08,24.22,71.21,46.99
C83055,78.06,74.62,-3.43,21.57,16.34,-5.22,56.49,58.28,1.79,60.96,56.9,-4.06
C83056,62.96,46.78,-16.18,8.97,8.01,-0.96,53.99,38.76,-15.23,73.75,50.04,-23.7
C83057,50.48,55.54,5.05,12.07,12.59,0.52,38.41,42.94,4.53,27.29,32.09,4.8
C83058,88.94,80.12,-8.82,46.93,39.53,-7.4,42.01,40.59,-1.42,86.62,72.03,-14.59
C83059,85.54,93.7,8.16,6.75,6.94,0.19,78.79,86.76,7.97,48.93,76.56,27.63
C83060,76.44,62.71,-13.73,22.78,16.28,-6.51,53.65,46.43,-7.22,70.41,50.96,-19.46
C83061,88.0,83.4,-4.6,30.96,32.01,1.04,57.04,51.39,-5.64,85.94,97.22,11.28
C83062,82.32,55.62,-26.7,26.0,15.9,-10.1,56.32,39.72,-16.6,69.73,64.06,-5.67
C83063,88.38,69.39,-18.99,38.78,27.72,-11.06,49.61,41.68,-7.93,85.55,76.24,-9.31
C83064,82.65,86.36,3.71,16.81,20.39,3.58,65.84,65.97,0.13,75.62,94.33,18.71
C83065,80.67,63.56,-17.12,32.99,14.26,-18.73,47.68,49.29,1.61,94.99,63.8,-31.19
C83067,60.79,56.01,-4.78,31.42,26.89,-4.53,29.37,29.12,-0.25,54.41,48.58,-5.83
C83072,46.83,38.19,-8.64,12.37,6.04,-6.33,34.46,32.15,-2.31,21.41,25.18,3.77
C83073,75.76,35.28,-40.48,17.02,8.12,-8.9,58.74,27.16,-31.58,45.86,17.65,-28.21
C83074,99.16,76.85,-22.31,29.32,24.01,-5.31,69.84,52.85,-17.0,99.05,92.22,-6.83
C83075,89.5,74.69,-14.81,42.45,29.28,-13.18,47.05,45.42,-1.63,99.34,99.62,0.28
C83078,76.2,65.91,-10.3,23.1,19.74,-3.36,53.1,46.16,-6.94,64.45,70.0,5.54
C83079,31.32,31.96,0.64,11.24,13.14,1.9,20.08,18.82,-1.26,17.27,21.58,4.31
C83080,55.89,54.81,-1.07,12.86,5.14,-7.72,43.02,49.67,6.65,31.13,18.87,-12.26
C83082,95.2,96.51,1.31,49.09,44.41,-4.69,46.11,52.11,5.99,97.77,98.43,0.66
C83083,77.1,82.4,5.3,8.47,10.24,1.76,68.62,72.16,3.54,57.83,76.64,18.81
C83085,53.6,57.68,4.08,14.66,14.75,0.09,38.94,42.93,3.99,27.96,30.68,2.73
C83611,87.72,85.45,-2.26,45.04,42.48,-2.56,42.68,42.98,0.3,92.42,87.87,-4.55
C83613,77.64,80.93,3.29,28.49,32.43,3.95,49.15,48.5,-0.65,70.02,73.14,3.13
C83614,68.59,52.65,-15.94,13.56,17.82,4.26,55.03,34.83,-20.2,59.88,82.15,22.27
C83617,73.91,69.07,-4.84,15.97,13.95,-2.02,57.94,55.12,-2.82,63.86,66.94,3.08
C83626,85.45,55.92,-29.53,16.48,12.44,-4.03,68.97,43.48,-25.49,73.06,75.34,2.28
C83634,61.76,63.59,1.83,13.3,14.42,1.12,48.46,49.17,0.71,46.65,42.07,-4.58
C83635,88.51,79.11,-9.4,35.56,17.35,-18.22,52.95,61.76,8.81,98.81,78.03,-20.78
C83641,88.96,57.77,-31.19,38.84,14.7,-24.15,50.12,43.07,-7.05,97.28,34.83,-62.46
C83643,88.94,77.63,-11.3,29.89,28.02,-1.87,59.04,49.61,-9.43,92.54,84.27,-8.27
C83649,64.08,54.2,-9.88,24.55,23.31,-1.24,39.53,30.89,-8.65,94.67,80.83,-13.84
C83650,82.13,77.98,-4.14,13.71,16.83,3.12,68.42,61.16,-7.26,70.64,73.28,2.64
C84001,48.71,48.13,-0.58,18.0,15.48,-2.51,30.71,32.65,1.94,61.9,44.53,-17.38
C84004,91.56,80.33,-11.23,37.74,33.2,-4.54,53.82,47.14,-6.69,84.87,77.72,-7.14
C84005,54.1,43.47,-10.64,19.09,14.95,-4.14,35.01,28.52,-6.5,35.92,39.48,3.56
C84008,53.88,47.07,-6.81,18.52,14.21,-4.31,35.35,32.86,-2.49,38.71,29.12,-9.59
C84009,73.04,68.87,-4.17,22.95,25.4,2.46,50.1,43.47,-6.63,65.62,71.71,6.09
C84010,87.89,56.1,-31.79,41.03,22.93,-18.11,46.85,33.17,-13.68,98.39,83.51,-14.89
C84011,75.26,83.07,7.8,42.23,44.18,1.95,33.04,38.89,5.85,65.78,75.82,10.04
C84012,78.24,72.13,-6.1,25.33,22.02,-3.31,52.91,50.12,-2.79,73.31,64.87,-8.44
C84013,89.03,80.47,-8.56,26.48,20.85,-5.63,62.55,59.62,-2.92,89.37,89.73,0.36
C84014,81.34,76.91,-4.43,46.33,42.58,-3.75,35.0,34.32,-0.68,82.58,77.56,-5.03
C84016,93.93,75.04,-18.89,57.37,39.12,-18.25,36.56,35.92,-0.64,94.59,74.01,-20.57
C84017,77.59,51.26,-26.33,31.55,21.18,-10.37,46.05,30.09,-15.96,86.14,50.71,-35.43
C84018,89.02,77.73,-11.28,56.89,45.33,-11.57,32.12,32.4,0.28,88.87,70.03,-18.84
C84019,42.14,46.95,4.81,13.87,11.75,-2.12,28.28,35.2,6.93,25.45,23.63,-1.82
C84020,91.36,89.91,-1.45,52.31,48.12,-4.19,39.05,41.79,2.74,96.15,93.38,-2.77
C84021,65.59,54.0,-11.59,33.49,21.34,-12.15,32.1,32.66,0.56,100.0,97.11,-2.89
C84023,81.82,84.9,3.08,47.58,46.85,-0.73,34.24,38.04,3.81,82.94,83.04,0.1
C84024,60.84,62.47,1.63,15.02,21.32,6.29,45.82,41.15,-4.67,55.54,66.82,11.28
C84025,77.88,69.37,-8.51,38.66,35.17,-3.49,39.22,34.2,-5.02,74.23,66.75,-7.48
C84026,70.78,65.09,-5.68,31.33,30.56,-0.77,39.44,34.53,-4.91,67.01,63.2,-3.81
C84028,55.47,51.79,-3.68,30.86,21.93,-8.93,24.61,29.86,5.25,45.13,42.39,-2.74
C84029,46.7,46.84,0.15,8.48,9.71,1.23,38.22,37.13,-1.08,18.9,28.2,9.3
C84030,59.9,47.66,-12.24,19.88,18.58,-1.3,40.02,29.07,-10.95,44.34,46.08,1.74
C84032,46.66,42.98,-3.68,15.77,12.88,-2.89,30.89,30.1,-0.79,29.22,41.19,11.97
C84033,52.67,74.77,22.11,21.13,20.38,-0.75,31.54,54.39,22.85,75.95,88.92,12.96
C84034,66.56,65.81,-0.75,21.88,24.66,2.79,44.68,41.14,-3.54,44.09,48.17,4.08
C84035,42.47,39.05,-3.42,12.32,10.66,-1.66,30.15,28.38,-1.77,31.46,32.7,1.24
C84036,85.11,85.66,0.55,41.04,40.57,-0.46,44.07,45.09,1.01,93.99,97.16,3.17
C84037,70.96,86.59,15.64,34.23,49.96,15.73,36.73,36.63,-0.09,57.95,85.21,27.25
C84039,48.12,44.65,-3.46,15.42,17.68,2.26,32.7,26.97,-5.73,50.34,54.94,4.6
C84042,45.26,36.29,-8.97,13.23,10.99,-2.24,32.03,25.3,-6.74,28.55,27.58,-0.97
C84043,73.99,75.06,1.07,28.63,30.79,2.16,45.36,44.27,-1.09,66.02,63.58,-2.44
C84044,90.12,89.52,-0.6,43.83,43.49,-0.34,46.29,46.03,-0.26,84.5,85.75,1.25
C84045,66.53,78.18,11.64,25.05,20.35,-4.7,41.49,57.83,16.34,54.77,69.33,14.56
C84046,46.74,36.11,-10.63,23.62,16.02,-7.59,23.12,20.08,-3.04,42.94,39.06,-3.89
C84047,70.61,54.65,-15.95,27.46,18.3,-9.16,43.14,36.35,-6.79,58.03,49.81,-8.21
C84049,59.21,53.13,-6.08,16.95,16.17,-0.78,42.26,36.96,-5.31,38.25,38.79,0.54
C84051,62.64,79.89,17.25,18.21,23.17,4.96,44.42,56.72,12.29,38.22,80.47,42.25
C84053,54.29,59.28,4.99,24.77,22.78,-1.99,29.52,36.5,6.98,46.95,51.41,4.45
C84055,79.82,78.86,-0.96,20.58,26.74,6.16,59.25,52.13,-7.12,85.2,81.33,-3.87
C84057,78.84,79.35,0.51,20.81,23.19,2.39,58.04,56.16,-1.88,65.82,70.42,4.6
C84059,81.44,79.93,-1.51,29.63,33.84,4.21,51.81,46.09,-5.73,76.15,73.43,-2.72
C84060,51.23,56.97,5.74,19.22,25.2,5.97,32.0,31.77,-0.24,35.28,46.4,11.11
C84061,64.73,87.47,22.73,29.89,38.34,8.45,34.84,49.13,14.28,72.04,78.08,6.04
C84063,53.69,43.77,-9.91,23.45,16.09,-7.36,30.24,27.69,-2.56,43.85,35.3,-8.55
C84064,69.9,71.87,1.97,27.13,30.03,2.9,42.77,41.84,-0.93,60.7,73.64,12.94
C84065,72.35,67.57,-4.77,27.46,16.06,-11.4,44.89,51.51,6.63,53.73,42.56,-11.17
C84066,82.0,75.72,-6.27,36.04,30.71,-5.33,45.96,45.01,-0.94,86.41,82.78,-3.63
C84067,77.31,88.44,11.13,25.72,41.58,15.86,51.59,46.86,-4.73,98.72,99.32,0.6
C84069,95.93,82.73,-13.21,44.65,40.54,-4.1,51.29,42.19,-9.1,98.53,87.52,-11.01
C84072,44.49,33.49,-11.0,24.53,13.67,-10.86,19.97,19.82,-0.15,50.92,34.11,-16.81
C84074,95.19,71.46,-23.73,45.74,39.38,-6.36,49.45,32.08,-17.37,97.42,88.07,-9.35
C84076,95.74,96.92,1.18,44.46,38.92,-5.54,51.28,58.0,6.72,96.23,99.35,3.12
C84077,84.79,54.85,-29.94,35.82,17.25,-18.57,48.97,37.6,-11.36,82.04,55.84,-26.21
C84078,42.37,53.65,11.28,11.4,23.02,11.62,30.97,30.63,-0.34,21.15,40.98,19.83
C84080,59.85,54.56,-5.29,23.66,18.39,-5.27,36.19,36.17,-0.02,42.7,40.18,-2.52
C84081,58.94,78.51,19.57,25.0,43.91,18.91,33.94,34.6,0.66,43.58,79.87,36.29
C84084,54.77,54.69,-0.08,24.04,22.74,-1.3,30.73,31.95,1.23,44.11,44.89,0.78
C84085,74.69,65.71,-8.98,45.67,35.41,-10.26,29.01,30.3,1.28,66.6,56.13,-10.47
C84086,69.73,50.01,-19.72,39.18,26.35,-12.84,30.55,23.67,-6.88,67.84,55.98,-11.86
C84087,86.5,86.83,0.34,29.66,36.17,6.51,56.84,50.66,-6.17,72.61,75.26,2.65
C84090,55.54,52.68,-2.86,18.45,29.12,10.66,37.09,23.57,-13.52,36.36,61.48,25.12
C84091,61.32,65.19,3.87,28.43,26.55,-1.88,32.89,38.64,5.75,49.96,58.66,8.7
C84092,90.61,90.79,0.18,39.8,28.23,-11.57,50.81,62.56,11.75,85.82,82.62,-3.2
C84094,76.91,40.16,-36.75,33.63,16.65,-16.98,43.28,23.51,-19.77,71.36,33.68,-37.67
C84095,64.45,64.31,-0.14,18.63,21.39,2.76,45.82,42.91,-2.9,59.21,60.4,1.2
C84101,67.79,67.29,-0.5,29.86,26.36,-3.5,37.93,40.93,3.0,58.65,65.73,7.08
C84105,55.54,40.24,-15.3,38.47,28.51,-9.97,17.07,11.73,-5.33,57.43,51.57,-5.86
C84106,61.55,68.01,6.46,25.08,30.85,5.78,36.47,37.16,0.69,46.91,58.14,11.24
C84107,73.75,34.49,-39.26,25.17,2.34,-22.84,48.58,32.16,-16.42,75.33,7.07,-68.26
C84112,78.49,76.75,-1.73,36.36,36.32,-0.04,42.13,40.44,-1.69,78.04,82.22,4.17
C84113,88.43,89.32,0.89,36.36,40.58,4.22,52.07,48.74,-3.33,90.47,88.11,-2.36
C84115,76.27,67.6,-8.67,25.49,15.73,-9.76,50.77,51.87,1.1,88.91,72.63,-16.28
C84116,62.06,66.76,4.7,26.9,29.84,2.94,35.15,36.92,1.76,43.72,53.07,9.35
C84117,44.05,55.74,11.7,20.38,28.36,7.98,23.67,27.38,3.71,34.86,50.14,15.28
C84120,69.81,50.49,-19.32,36.86,23.6,-13.26,32.95,26.89,-6.06,74.79,55.72,-19.07
C84122,82.73,84.63,1.9,47.39,42.9,-4.48,35.34,41.73,6.39,99.9,98.29,-1.61
C84123,66.54,63.23,-3.31,26.23,30.95,4.72,40.3,32.28,-8.02,65.77,62.84,-2.93
C84129,85.8,75.38,-10.42,46.05,40.42,-5.63,39.75,34.96,-4.79,95.64,77.76,-17.87
C84131,38.51,50.71,12.2,7.66,14.93,7.26,30.85,35.78,4.93,37.82,81.68,43.87
C84136,69.26,70.94,1.68,47.73,51.34,3.61,21.54,19.6,-1.94,62.85,69.52,6.67
C84140,88.35,87.19,-1.15,23.49,29.21,5.73,64.86,57.98,-6.88,94.01,87.37,-6.64
C84142,71.17,72.32,1.15,23.43,31.71,8.28,47.74,40.6,-7.14,53.35,65.1,11.75
C84144,79.17,84.05,4.88,54.53,53.42,-1.11,24.64,30.63,5.99,90.24,86.68,-3.56
C84150,88.13,87.36,-0.78,37.65,40.79,3.14,50.49,46.57,-3.92,92.92,89.77,-3.15
C84151,89.45,87.55,-1.9,29.42,41.52,12.09,60.02,46.03,-13.99,82.96,92.86,9.9
C84605,62.3,62.64,0.34,29.02,27.53,-1.49,33.28,35.12,1.84,75.34,76.81,1.47
C84613,50.62,43.35,-7.27,9.81,17.89,8.09,40.82,25.46,-15.36,24.07,73.67,49.6
C84619,66.42,55.51,-10.92,8.1,12.79,4.69,58.33,42.72,-15.61,41.6,79.95,38.36
C84621,63.17,71.7,8.54,14.05,18.19,4.14,49.11,53.52,4.4,30.67,42.41,11.74
C84624,55.55,64.51,8.97,31.28,31.94,0.66,24.27,32.57,8.31,84.33,80.85,-3.48
C84628,77.25,82.52,5.27,40.68,47.81,7.12,36.56,34.71,-1.85,78.42,83.99,5.57
C84629,92.91,94.08,1.17,45.29,30.06,-15.23,47.62,64.02,16.4,95.79,93.03,-2.75
C84637,76.91,71.92,-5.0,31.45,29.27,-2.18,45.46,42.64,-2.82,78.89,82.21,3.31
C84646,60.63,55.15,-5.48,24.09,21.45,-2.64,36.55,33.7,-2.84,42.24,36.69,-5.56
C84654,93.36,73.85,-19.51,42.15,32.01,-10.14,51.2,41.84,-9.36,93.54,71.38,-22.17
C84656,76.43,62.19,-14.23,29.51,14.69,-14.82,46.91,47.5,0.59,79.48,40.89,-38.6
C84658,77.4,88.16,10.76,22.65,25.0,2.35,54.75,63.16,8.41,85.42,94.41,8.99
C84660,76.11,75.85,-0.27,36.91,40.56,3.65,39.2,35.29,-3.91,63.85,80.53,16.68
C84664,87.02,60.38,-26.63,34.46,29.93,-4.53,52.55,30.45,-22.1,86.61,87.91,1.3
C84667,89.29,64.49,-24.79,30.98,22.29,-8.68,58.31,42.2,-16.11,90.61,61.87,-28.74
C84676,66.32,82.79,16.47,23.5,14.02,-9.48,42.82,68.77,25.95,45.59,56.71,11.12
C84679,90.16,83.62,-6.53,48.29,54.45,6.16,41.87,29.17,-12.69,93.74,87.38,-6.36
C84682,77.1,54.42,-22.67,22.34,23.42,1.08,54.76,31.0,-23.76,57.69,59.15,1.46
C84683,61.21,44.34,-16.88,24.27,16.19,-8.08,36.95,28.15,-8.8,52.77,28.77,-24.0
C84691,90.89,71.01,-19.88,20.24,38.16,17.92,70.65,32.85,-37.8,98.76,96.81,-1.95
C84692,67.33,69.54,2.22,22.17,18.86,-3.31,45.16,50.68,5.52,47.03,50.54,3.5
C84693,68.08,66.6,-1.48,50.86,48.85,-2.01,17.22,17.75,0.53,74.68,67.89,-6.8
C84694,96.03,95.46,-0.58,27.29,26.8,-0.49,68.74,68.66,-0.09,99.33,99.94,0.61
C84695,81.0,81.88,0.88,30.06,34.13,4.08,50.94,47.74,-3.2,82.43,89.81,7.38
C84696,70.75,79.94,9.19,31.39,43.07,11.68,39.36,36.87,-2.49,61.78,74.53,12.76
C84703,74.1,70.83,-3.27,46.13,45.39,-0.74,27.97,25.44,-2.52,84.1,84.91,0.81
C84704,61.85,70.73,8.89,19.69,23.66,3.97,42.16,47.07,4.92,44.16,54.23,10.07
C84705,82.24,77.08,-5.16,24.89,26.29,1.41,57.35,50.79,-6.56,81.99,85.71,3.72
C84714,75.39,69.55,-5.85,37.02,35.31,-1.71,38.38,34.24,-4.14,66.7,61.4,-5.3
C85001,93.99,91.17,-2.82,28.82,22.9,-5.91,65.17,68.27,3.1,94.66,90.44,-4.22
C85003,60.93,62.75,1.83,10.46,14.07,3.61,50.47,48.68,-1.79,23.65,30.0,6.35
C85004,72.61,42.85,-29.76,43.97,20.67,-23.31,28.64,22.18,-6.46,74.35,36.29,-38.06
C85005,79.97,73.91,-6.05,35.64,27.61,-8.02,44.33,46.3,1.97,73.19,61.99,-11.2
C85006,86.26,84.97,-1.28,45.58,57.17,11.59,40.68,27.8,-12.87,85.68,92.36,6.68
C85007,52.2,54.24,2.04,25.41,24.68,-0.73,26.79,29.56,2.77,62.58,61.68,-0.91
C85008,79.98,75.51,-4.47,34.55,36.58,2.03,45.43,38.93,-6.5,70.82,68.82,-2.0
C85009,49.81,51.12,1.31,10.84,21.52,10.68,38.98,29.6,-9.38,27.64,48.49,20.86
C85010,44.55,55.3,10.75,10.72,25.55,14.84,33.83,29.75,-4.08,17.21,37.12,19.92
C85013,40.19,48.58,8.39,8.01,13.29,5.28,32.18,35.29,3.12,28.92,62.78,33.86
C85014,100.0,91.77,-8.23,38.23,42.19,3.96,61.77,49.58,-12.19,100.0,100.0,0.0
C85016,86.22,88.37,2.15,43.68,41.92,-1.76,42.54,46.45,3.91,89.65,86.49,-3.16
C85017,75.32,67.19,-8.12,19.1,25.24,6.14,56.22,41.95,-14.26,59.56,63.28,3.72
C85018,52.76,57.33,4.57,20.78,23.09,2.31,31.97,34.24,2.26,48.9,38.39,-10.51
C85019,83.0,86.62,3.62,46.77,51.96,5.19,36.23,34.66,-1.57,88.23,91.73,3.5
C85020,86.0,80.34,-5.66,29.56,22.75,-6.81,56.44,57.59,1.15,73.91,58.25,-15.66
C85022,85.26,79.24,-6.02,32.29,36.89,4.6,52.98,42.35,-10.63,84.65,86.15,1.5
C85023,87.16,91.8,4.64,22.97,24.88,1.91,64.19,66.92,2.73,74.76,91.81,17.05
C85024,41.88,56.82,14.94,14.52,26.16,11.64,27.36,30.66,3.3,33.6,80.7,47.1
C85028,96.29,95.05,-1.24,43.25,42.03,-1.22,53.05,53.02,-0.02,100.0,100.0,0.0
C85030,69.19,56.27,-12.92,15.43,13.09,-2.34,53.76,43.18,-10.58,86.26,83.9,-2.36
C85033,78.29,83.2,4.91,21.42,19.14,-2.28,56.86,64.05,7.19,52.55,68.66,16.11
C85614,69.14,66.59,-2.55,24.54,23.14,-1.41,44.6,43.45,-1.15,51.9,47.5,-4.41
C85619,91.06,90.67,-0.39,27.28,29.28,2.0,63.78,61.39,-2.39,83.84,86.03,2.19
C85622,87.85,87.22,-0.63,69.14,65.66,-3.48,18.71,21.55,2.85,85.13,84.52,-0.62
C85623,95.23,70.97,-24.26,63.81,36.16,-27.65,31.41,34.81,3.4,99.19,64.96,-34.23
C86001,56.38,47.78,-8.6,24.29,15.82,-8.47,32.09,31.96,-0.13,53.71,34.92,-18.79
C86002,77.05,50.14,-26.9,33.65,23.66,-9.99,43.39,26.48,-16.91,59.77,41.99,-17.78
C86003,90.31,91.16,0.85,40.28,29.85,-10.42,50.04,61.31,11.27,92.2,91.86,-0.34
C86005,76.03,69.25,-6.78,7.26,7.12,-0.14,68.77,62.13,-6.64,27.7,24.59,-3.11
C86006,74.71,76.65,1.94,17.56,21.1,3.54,57.15,55.55,-1.6,74.47,77.1,2.63
C86007,92.81,68.01,-24.8,54.05,38.56,-15.5,38.76,29.45,-9.3,98.1,80.04,-18.06
C86009,89.62,67.34,-22.28,35.43,32.23,-3.19,54.19,35.11,-19.08,82.03,92.4,10.38
C86011,63.2,58.77,-4.42,18.71,17.06,-1.66,44.48,41.71,-2.77,68.03,64.85,-3.18
C86012,79.22,72.17,-7.05,37.29,35.51,-1.78,41.93,36.66,-5.27,78.36,73.92,-4.44
C86013,85.98,64.41,-21.58,33.21,31.09,-2.12,52.78,33.32,-19.46,81.67,55.28,-26.39
C86015,76.1,77.21,1.1,11.83,10.16,-1.67,64.27,67.05,2.78,41.31,38.26,-3.05
C86016,74.67,66.13,-8.54,33.89,35.31,1.41,40.78,30.82,-9.95,79.01,73.77,-5.24
C86017,57.25,61.3,4.05,4.84,21.21,16.37,52.41,40.09,-12.32,21.23,98.43,77.2
C86018,84.9,74.14,-10.77,33.87,24.96,-8.91,51.04,49.18,-1.86,76.3,76.43,0.13
C86019,42.16,58.05,15.88,12.29,15.65,3.36,29.87,42.4,12.52,23.17,57.07,33.9
C86020,58.16,52.76,-5.4,30.01,22.23,-7.77,28.15,30.52,2.37,56.54,51.61,-4.93
C86021,83.94,70.75,-13.19,35.25,30.34,-4.91,48.69,40.41,-8.29,83.86,77.48,-6.38
C86023,51.24,40.52,-10.72,23.94,15.91,-8.03,27.3,24.61,-2.69,44.91,32.7,-12.21
C86024,76.49,71.72,-4.77,26.97,25.66,-1.31,49.52,46.06,-3.46,71.32,66.05,-5.27
C86025,80.44,69.04,-11.4,5.2,7.41,2.21,75.24,61.63,-13.61,50.35,38.0,-12.35
C86026,94.23,95.16,0.93,52.56,50.14,-2.42,41.67,45.02,3.35,90.97,94.42,3.46
C86029,74.63,51.35,-23.28,18.5,15.33,-3.18,56.13,36.02,-20.11,50.67,50.94,0.27
C86032,43.73,48.84,5.11,8.05,10.48,2.43,35.68,38.36,2.68,29.1,31.05,1.95
C86033,56.25,64.06,7.81,11.92,25.17,13.25,44.32,38.88,-5.44,37.92,57.5,19.59
C86034,56.86,67.6,10.74,18.5,24.87,6.37,38.35,42.73,4.37,49.87,64.1,14.23
C86037,85.89,76.45,-9.44,40.78,37.36,-3.41,45.11,39.08,-6.03,79.56,80.99,1.43
C86038,70.45,75.21,4.76,33.47,37.85,4.38,36.98,37.36,0.38,82.43,80.03,-2.4
C86605,59.1,53.27,-5.83,21.72,25.97,4.25,37.38,27.3,-10.08,93.86,90.36,-3.5
C86609,78.61,70.09,-8.52,29.58,17.9,-11.68,49.03,52.2,3.17,86.74,60.06,-26.68
C86611,53.14,55.69,2.55,5.06,4.59,-0.47,48.08,51.1,3.02,29.81,26.2,-3.61
C86614,78.8,82.28,3.48,18.09,14.71,-3.38,60.71,67.57,6.86,69.39,71.35,1.96
C86616,83.4,88.94,5.54,39.59,44.62,5.03,43.81,44.32,0.51,81.78,90.3,8.51
C86621,92.03,74.72,-17.31,47.54,33.39,-14.15,44.49,41.33,-3.16,95.66,73.04,-22.62
C86625,94.73,91.38,-3.35,45.3,48.75,3.45,49.43,42.64,-6.79,93.6,96.72,3.12
C86626,86.48,62.7,-23.78,21.17,16.21,-4.96,65.31,46.49,-18.82,97.94,60.38,-37.57
C87002,77.98,78.2,0.22,40.6,42.14,1.54,37.38,36.07,-1.31,80.81,85.62,4.82
C87003,71.42,72.4,0.98,33.58,41.66,8.08,37.84,30.73,-7.1,92.09,78.66,-13.43
C87004,82.87,79.51,-3.36,37.49,39.47,1.99,45.38,40.04,-5.35,89.48,88.67,-0.81
C87005,92.99,83.55,-9.44,31.26,21.12,-10.14,61.73,62.43,0.7,88.39,88.88,0.48
C87006,46.68,58.63,11.95,17.83,22.24,4.41,28.85,36.4,7.54,28.94,43.5,14.57
C87007,60.64,53.47,-7.18,22.59,21.07,-1.52,38.05,32.39,-5.66,46.96,39.97,-6.99
C87008,82.96,83.11,0.14,47.18,49.93,2.75,35.78,33.17,-2.61,77.48,76.47,-1.01
C87009,63.96,65.92,1.95,26.78,32.19,5.42,37.18,33.72,-3.46,55.49,57.9,2.42
C87010,89.22,56.06,-33.16,54.63,24.0,-30.63,34.6,32.06,-2.53,98.12,40.94,-57.19
C87012,77.06,63.38,-13.68,42.88,35.75,-7.13,34.19,27.63,-6.55,83.42,75.74,-7.68
C87013,86.12,85.9,-0.22,34.73,35.14,0.41,51.39,50.77,-0.63,82.4,83.39,0.99
C87014,75.6,49.66,-25.94,21.04,16.3,-4.74,54.57,33.36,-21.2,82.84,75.84,-7.0
C87015,96.08,93.52,-2.56,37.79,44.56,6.77,58.29,48.97,-9.33,99.86,99.92,0.06
C87016,56.59,48.51,-8.08,15.58,15.13,-0.45,41.01,33.38,-7.64,32.64,35.63,2.99
C87017,66.82,63.23,-3.59,27.01,15.68,-11.33,39.81,47.55,7.74,64.84,57.47,-7.37
C87018,74.52,88.77,14.25,29.99,36.57,6.58,44.53,52.2,7.68,75.92,90.38,14.46
C87020,67.91,72.89,4.98,29.31,27.59,-1.72,38.59,45.3,6.7,55.5,58.66,3.16
C87022,82.27,55.51,-26.75,37.62,24.32,-13.3,44.64,31.19,-13.45,87.36,60.69,-26.68
C87024,91.7,83.2,-8.5,39.32,38.16,-1.16,52.38,45.05,-7.33,84.56,79.75,-4.81
C87029,71.05,76.43,5.39,25.83,26.35,0.52,45.22,50.08,4.86,65.15,81.95,16.8
C87030,76.69,73.24,-3.45,28.55,30.72,2.16,48.13,42.52,-5.61,75.55,66.13,-9.42
C87031,66.33,67.09,0.76,21.56,25.24,3.68,44.77,41.85,-2.92,63.63,70.16,6.53
C87603,94.63,99.32,4.69,47.4,48.19,0.79,47.23,51.13,3.9,99.64,99.28,-0.36
C87604,88.06,85.93,-2.13,17.85,22.77,4.92,70.21,63.16,-7.05,86.48,87.27,0.79
C87608,77.22,65.64,-11.58,24.89,21.27,-3.62,52.33,44.37,-7.96,87.26,83.54,-3.72
C87616,83.77,55.21,-28.57,16.01,19.18,3.18,67.77,36.02,-31.74,94.38,91.09,-3.29
C87620,76.44,92.25,15.8,27.76,20.02,-7.74,48.68,72.23,23.54,64.07,87.12,23.05
C87622,70.15,77.64,7.49,16.23,31.61,15.38,53.92,46.03,-7.89,53.55,86.58,33.03
C88005,86.37,56.16,-30.21,50.75,23.73,-27.02,35.62,32.43,-3.19,98.94,52.51,-46.43
C88006,44.9,48.88,3.99,14.33,15.58,1.25,30.56,33.3,2.74,37.48,36.19,-1.29
C88007,48.76,61.23,12.48,10.66,25.25,14.59,38.09,35.98,-2.12,23.87,75.96,52.1
C88008,73.93,61.81,-12.12,31.36,25.76,-5.59,42.57,36.05,-6.52,99.01,53.61,-45.4
C88009,47.57,38.03,-9.53,22.38,16.69,-5.69,25.18,21.34,-3.84,40.52,25.97,-14.55
C88010,67.57,52.97,-14.61,21.11,24.49,3.38,46.47,28.48,-17.99,69.59,84.0,14.4
C88011,57.57,58.11,0.54,26.42,29.27,2.86,31.16,28.84,-2.31,46.32,44.24,-2.07
C88014,62.2,57.04,-5.16,32.7,27.19,-5.51,29.5,29.85,0.35,52.25,44.11,-8.13
C88015,60.73,56.7,-4.03,22.04,18.29,-3.75,38.69,38.41,-0.28,63.73,62.32,-1.41
C88016,41.03,44.11,3.08,11.71,12.74,1.04,29.32,31.37,2.04,19.93,22.46,2.54
C88018,72.4,73.97,1.57,43.28,47.64,4.36,29.11,26.33,-2.78,81.23,82.36,1.13
C88019,63.85,63.39,-0.46,15.1,17.35,2.25,48.75,46.04,-2.71,35.53,38.67,3.14
C88020,86.95,65.09,-21.86,43.17,27.41,-15.77,43.78,37.69,-6.1,84.34,58.56,-25.77
C88021,93.63,91.93,-1.69,35.4,37.58,2.18,58.23,54.35,-3.87,92.15,92.3,0.14
C88022,71.14,79.42,8.28,48.13,44.46,-3.67,23.01,34.96,11.96,97.57,98.54,0.96
C88023,68.01,53.97,-14.03,21.51,22.24,0.73,46.5,31.73,-14.77,44.58,33.4,-11.17
C88025,77.76,85.81,8.06,36.52,47.75,11.23,41.24,38.06,-3.17,80.85,98.49,17.64
